order,id,date,time,title,url,visitCount,typedCount,transition
146,2161,6/5/2025,23:07:12,спектрозір - Google Search,https://www.google.com/search?q=%D1%81%D0%BF%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%B7%D1%96%D1%80&oq=%D1%81%D0%BF%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%B7%D1%96%D1%80&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABjvBTIKCAIQABiABBiiBDIKCAMQABiABBiiBDIHCAQQABjvBTIKCAUQABiABBiiBNIBCDYyMThqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,1,0,generated
147,69,6/5/2025,23:06:12,NV | nv.ua | Радіо NV | Новини України | Аналітика | Відео | НВ |,https://web.telegram.org/a/#-1001081358729,57,0,link
148,234,6/5/2025,23:05:17,✙DeepState✙🇺🇦,https://web.telegram.org/a/#-1001469021333,11,0,link
149,2160,6/5/2025,23:05:04,🎓Data Streaming with Kafka — Школа цілісного розвитку УКУ,https://study.ucu.edu.ua/course/data-streaming-with-kafka/lesson/project-listtask,1,0,link
150,2159,6/5/2025,23:04:33,🎓Data Streaming with Kafka — Школа цілісного розвитку УКУ,https://study.ucu.edu.ua/course/data-streaming-with-kafka/lesson/lesson-3,2,0,link
151,2157,6/5/2025,22:56:45,KafkaConsumer (kafka 1.0.1 API),https://kafka.apache.org/10/javadoc/org/apache/kafka/clients/consumer/KafkaConsumer.html,1,0,link
152,2156,6/5/2025,22:56:43,commitSync - Google Search,https://www.google.com/search?q=commitSync&sourceid=chrome&ie=UTF-8,1,0,link
153,2155,6/5/2025,22:45:35,Kafka Consumer Group Partition Assignment - Grok,https://grok.com/chat/3638b97d-7988-426c-8e4a-a449c8e556bc,2,0,link
154,2155,6/5/2025,22:45:35,Kafka Consumer Group Partition Assignment - Grok,https://grok.com/chat/3638b97d-7988-426c-8e4a-a449c8e556bc,2,0,link
155,137,6/5/2025,22:45:25,Grok,https://grok.com/,52,4,link
156,137,6/5/2025,22:45:25,Grok,https://grok.com/,52,4,link
157,2149,6/5/2025,22:44:50,🎓Data Streaming with Kafka — Школа цілісного розвитку УКУ,https://study.ucu.edu.ua/course/data-streaming-with-kafka/quiz/quiz-2,2,0,form_submit
158,65,6/5/2025,22:43:51,DE.2024-2025,https://study.ucu.edu.ua/folder/de2024-2025,9,0,link
159,2130,6/5/2025,22:43:50,Yevhenii-Redchyts-Cloud Platforms-homework6 - Google Docs,https://docs.google.com/document/d/1k6Nvr9qtYoxjLdKuespMca91xbj8smeRqsZVvN1UGJI/edit?tab=t.0,2,0,link
160,64,6/5/2025,22:43:44,Школа цілісного розвитку УКУ,https://study.ucu.edu.ua/,14,0,link
161,1524,6/5/2025,22:43:30,Yevhenii-Redchyts-Cloud Platforms-homework4 - Google Docs,https://docs.google.com/document/d/1tXu-g9CSegbDImnOvniAuCuBbzCvWmx3KNaxrYtW1Js/edit?tab=t.0,6,0,link
162,2150,6/5/2025,20:44:44,"Twist Robotics і Денис Довгополий шукають топ-кандидатів, а також 10 hardware-вакансій в оборонних компаніях - ДЕФЕНДЕР",https://thedefender.media/uk/2025/06/defence-tech-open-jobs-9/,1,0,link
163,2151,6/5/2025,20:44:35,Вакансії в defence tech - ДЕФЕНДЕР,https://thedefender.media/uk/categories/sections/defence-tech-jobs/,2,0,link
164,2152,6/5/2025,20:43:02,"Чорне дзеркало #9. Китайські дрони і лазери для росіян, а також оновлений Supercam, ""Стрекоза"", ""Рубикон"" і ""Дань-М"" - ДЕФЕНДЕР",https://thedefender.media/uk/2025/05/black-mirror-9/,1,0,link
165,2154,6/5/2025,20:42:58,"Black Mirror #9. Chinese drones and lasers for Russia, plus updated Supercam, ""Strekoza"", ""Rubicon"", and ""Dan-M"" - Defender Media",https://thedefender.media/en/2025/05/black-mirror-9/?utm_source=newsletter&utm_medium=email&utm_campaign=bm9_020625_en,1,0,link
166,1540,6/5/2025,20:42:56,"Hnata Khotkevycha Ln, 7, Desnyans'kyi District - Explore in Google Maps","https://www.google.com/maps/place/Hnata+Khotkevycha+Ln,+7,+Kyiv,+02000/@50.4534656,30.6459122,16z/data=!4m6!3m5!1s0x40d4dab32017697f:0x52b90c187a738a6e!8m2!3d50.4534656!4d30.6459122!16s%2Fg%2F11y3tdy_jc?g_ep=Eg1tbF8yMDI1MDUxNF8wIJvbDyoASAJQAg%3D%3D",2,0,link
167,1388,6/3/2025,19:10:34,🎓Data Streaming with Kafka — Школа цілісного розвитку УКУ,https://study.ucu.edu.ua/course/data-streaming-with-kafka/lesson/lesson-2,3,0,link
168,1385,6/3/2025,19:10:30,🎓Data Streaming with Kafka — Школа цілісного розвитку УКУ,https://study.ucu.edu.ua/course/data-streaming-with-kafka/quiz/quiz-1,3,0,link
169,2149,6/3/2025,19:10:24,🎓Data Streaming with Kafka — Школа цілісного розвитку УКУ,https://study.ucu.edu.ua/course/data-streaming-with-kafka/quiz/quiz-2,2,0,link
170,1388,6/3/2025,19:10:17,🎓Data Streaming with Kafka — Школа цілісного розвитку УКУ,https://study.ucu.edu.ua/course/data-streaming-with-kafka/lesson/lesson-2,3,0,link
171,65,6/3/2025,19:10:09,DE.2024-2025,https://study.ucu.edu.ua/folder/de2024-2025,9,0,link
172,64,6/3/2025,19:10:04,Школа цілісного розвитку УКУ,https://study.ucu.edu.ua/,14,0,link
173,1626,6/3/2025,19:09:30,🎓Cloud Platforms — Школа цілісного розвитку УКУ,https://study.ucu.edu.ua/course/cloud-platforms/quiz/homework-6,2,0,form_submit
174,65,6/3/2025,19:09:17,DE.2024-2025,https://study.ucu.edu.ua/folder/de2024-2025,9,0,reload
175,64,6/3/2025,19:08:24,Школа цілісного розвитку УКУ,https://study.ucu.edu.ua/,14,0,link
176,58,6/3/2025,19:07:56,Школа цілісного розвитку УКУ,https://study.ucu.edu.ua/auth/sign/in,5,0,reload
177,1626,6/3/2025,19:07:56,🎓Cloud Platforms — Школа цілісного розвитку УКУ,https://study.ucu.edu.ua/course/cloud-platforms/quiz/homework-6,2,0,reload
178,2148,6/3/2025,19:05:55,eroyzman/DE-2025-Cloud-Platforms-homework-6,https://github.com/eroyzman/DE-2025-Cloud-Platforms-homework-6/tree/master,2,0,link
179,2148,6/3/2025,19:05:45,eroyzman/DE-2025-Cloud-Platforms-homework-6,https://github.com/eroyzman/DE-2025-Cloud-Platforms-homework-6/tree/master,2,0,link
180,2147,6/3/2025,19:05:15,New File at / · eroyzman/DE-2025-Cloud-Platforms-homework-6,https://github.com/eroyzman/DE-2025-Cloud-Platforms-homework-6/new/master?filename=README.md,4,0,link
181,2147,6/3/2025,19:05:15,New File at / · eroyzman/DE-2025-Cloud-Platforms-homework-6,https://github.com/eroyzman/DE-2025-Cloud-Platforms-homework-6/new/master?filename=README.md,4,0,link
182,2147,6/3/2025,19:05:15,New File at / · eroyzman/DE-2025-Cloud-Platforms-homework-6,https://github.com/eroyzman/DE-2025-Cloud-Platforms-homework-6/new/master?filename=README.md,4,0,link
183,2147,6/3/2025,19:05:15,New File at / · eroyzman/DE-2025-Cloud-Platforms-homework-6,https://github.com/eroyzman/DE-2025-Cloud-Platforms-homework-6/new/master?filename=README.md,4,0,link
184,2146,6/3/2025,19:05:10,eroyzman/DE-2025-Cloud-Platforms-homework-6,https://github.com/eroyzman/DE-2025-Cloud-Platforms-homework-6,2,0,reload
185,2146,6/3/2025,19:00:29,eroyzman/DE-2025-Cloud-Platforms-homework-6,https://github.com/eroyzman/DE-2025-Cloud-Platforms-homework-6,2,0,link
186,2146,6/3/2025,19:00:29,eroyzman/DE-2025-Cloud-Platforms-homework-6,https://github.com/eroyzman/DE-2025-Cloud-Platforms-homework-6,2,0,link
187,317,6/3/2025,19:00:14,New repository,https://github.com/new,41,0,link
188,317,6/3/2025,19:00:14,New repository,https://github.com/new,41,0,link
189,317,6/3/2025,19:00:14,New repository,https://github.com/new,41,0,link
190,317,6/3/2025,19:00:14,New repository,https://github.com/new,41,0,link
191,301,6/3/2025,19:00:06,Your Repositories,https://github.com/eroyzman?tab=repositories,34,0,link
192,313,6/3/2025,19:00:01,eroyzman (Yevhenii Redchyts),https://github.com/eroyzman,21,0,link
193,43,6/3/2025,18:59:12,1 notification,https://web.telegram.org/a/#699437402,4,0,link
194,1887,6/3/2025,18:58:46,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/access-policies/rag-vector-db-manual-policy/editAccessPolicy,3,0,link
195,1886,6/3/2025,18:58:38,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/access-policies/rag-vector-db-manual-policy,3,0,link
196,1817,6/3/2025,18:58:37,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/access-policies,6,0,link
197,1803,6/3/2025,18:58:31,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security,17,0,link
198,1801,6/3/2025,18:58:28,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/network-policies,19,0,link
199,1867,6/3/2025,18:58:12,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/network-policies/auto-rag-vector-db-manual/editNetworkPolicy,9,0,link
200,1866,6/3/2025,18:58:10,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/network-policies/auto-rag-vector-db-manual,14,0,link
201,1801,6/3/2025,18:58:08,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/security/network-policies,19,0,link
202,1861,6/3/2025,18:58:02,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/collections/rag-vector-db-manual,21,0,link
203,2104,6/3/2025,18:56:05,Streamlit,http://localhost:8501/,5,0,reload
204,1776,6/3/2025,18:55:19,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/collections,22,0,link
205,1768,6/3/2025,18:55:14,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/dashboard,11,0,link
206,2093,6/3/2025,18:55:01,Upload objects - S3 bucket company-data-bucket-manual | S3 | us-east-1,https://us-east-1.console.aws.amazon.com/s3/upload/company-data-bucket-manual?region=us-east-1&bucketType=general&prefix=company_data/,2,0,link
207,2023,6/3/2025,18:53:35,Model access | Amazon Bedrock | us-east-1,https://us-east-1.console.aws.amazon.com/bedrock/home?region=us-east-1#/modelaccess,6,0,link
208,2023,6/3/2025,18:53:34,Model access | Amazon Bedrock | us-east-1,https://us-east-1.console.aws.amazon.com/bedrock/home?region=us-east-1#/modelaccess,6,0,link
209,2043,6/3/2025,18:52:57,process_pdf_manual | Functions | Lambda,https://us-east-1.console.aws.amazon.com/lambda/home?region=us-east-1#/functions/process_pdf_manual?tab=code,4,0,link
210,1442,6/3/2025,18:52:52,Functions | Lambda,https://us-east-1.console.aws.amazon.com/lambda/home?region=us-east-1#/functions,16,0,link
211,1442,6/3/2025,18:52:51,Functions | Lambda,https://us-east-1.console.aws.amazon.com/lambda/home?region=us-east-1#/functions,16,0,link
212,2139,6/3/2025,18:52:05,company-data-bucket-manual - S3 bucket | S3 | us-east-1,https://us-east-1.console.aws.amazon.com/s3/buckets/company-data-bucket-manual?region=us-east-1&tab=objects&bucketType=general,1,0,link
213,1428,6/3/2025,18:51:59,S3 buckets | S3 | us-east-1,https://us-east-1.console.aws.amazon.com/s3/buckets?region=us-east-1#,4,0,link
214,1861,6/3/2025,18:51:47,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/collections/rag-vector-db-manual,21,0,link
215,2133,6/3/2025,18:51:00,Amazon Web Services Sign-In,https://signin.aws.amazon.com/signin?redirect_uri=https%3A%2F%2Fus-east-1.console.aws.amazon.com%2Faos%2Fhome%3FhashArgs%3D%2523opensearch%252Fcollections%252Frag-vector-db-manual%26isauthcode%3Dtrue%26oauthStart%3D1748965859758%26region%3Dus-east-1%26state%3DhashArgsFromTB_us-east-1_abe83fc6d0efa313&client_id=arn%3Aaws%3Asignin%3A%3A%3Aconsole%2Fes&forceMobileApp=0&code_challenge=LIutwx4Se4R0nJSxejuh3NAhFFpIXQF_L7_L1CV16G4&code_challenge_method=SHA-256,1,0,link
216,1861,6/3/2025,18:51:00,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/collections/rag-vector-db-manual,21,0,link
217,2130,6/3/2025,18:35:01,Yevhenii-Redchyts-Cloud Platforms-homework6 - Google Docs,https://docs.google.com/document/d/1k6Nvr9qtYoxjLdKuespMca91xbj8smeRqsZVvN1UGJI/edit?tab=t.0,2,0,link
218,261,6/3/2025,18:35:01,Untitled document - Google Docs,https://docs.google.com/document/u/0/create?usp=docs_web,3,0,link
219,1524,6/3/2025,18:34:37,Yevhenii-Redchyts-Cloud Platforms-homework4 - Google Docs,https://docs.google.com/document/d/1tXu-g9CSegbDImnOvniAuCuBbzCvWmx3KNaxrYtW1Js/edit?tab=t.0,6,0,link
220,2129,6/3/2025,18:34:37,Yevhenii-Redchyts-Cloud Platforms-homework4 - Google Docs,https://docs.google.com/document/d/1tXu-g9CSegbDImnOvniAuCuBbzCvWmx3KNaxrYtW1Js/edit?usp=drive_web&ouid=106058539506449446937,1,0,link
221,596,6/3/2025,18:34:30,Home - Google Drive,https://drive.google.com/drive/home,6,0,link
222,595,6/3/2025,18:34:28,Google Drive,https://drive.google.com/drive/,6,0,link
223,2104,6/3/2025,1:42:45,Streamlit,http://localhost:8501/,5,0,reload
224,2126,6/3/2025,1:42:30,company-data-index - OpenSearch Dashboards,https://v5ekj0q8u2r16y65ox1m.us-east-1.aoss.amazonaws.com/_dashboards/app/management/opensearch-dashboards/indexPatterns/patterns/c3fdfc80-4002-11f0-a4bd-8f7bbf6912fb#/?_a=(tab:indexedFields),2,0,link
225,2128,6/3/2025,1:42:25,Saved Objects - OpenSearch Dashboards,https://v5ekj0q8u2r16y65ox1m.us-east-1.aoss.amazonaws.com/_dashboards/app/management/opensearch-dashboards/objects,1,0,link
226,2127,6/3/2025,1:42:18,OpenSearch Dashboards,https://v5ekj0q8u2r16y65ox1m.us-east-1.aoss.amazonaws.com/_dashboards/app/management/,1,0,link
227,2126,6/3/2025,1:41:51,company-data-index - OpenSearch Dashboards,https://v5ekj0q8u2r16y65ox1m.us-east-1.aoss.amazonaws.com/_dashboards/app/management/opensearch-dashboards/indexPatterns/patterns/c3fdfc80-4002-11f0-a4bd-8f7bbf6912fb#/?_a=(tab:indexedFields),2,0,link
228,2123,6/3/2025,1:40:48,Create index pattern - OpenSearch Dashboards,https://v5ekj0q8u2r16y65ox1m.us-east-1.aoss.amazonaws.com/_dashboards/app/management/opensearch-dashboards/indexPatterns/create,1,0,link
229,2122,6/3/2025,1:40:40,Index patterns - OpenSearch Dashboards,https://v5ekj0q8u2r16y65ox1m.us-east-1.aoss.amazonaws.com/_dashboards/app/management/opensearch-dashboards/indexPatterns,1,0,link
230,1442,6/3/2025,1:40:17,Functions | Lambda,https://us-east-1.console.aws.amazon.com/lambda/home?region=us-east-1#/functions,16,0,link
231,2121,6/3/2025,1:37:53,OpenSearch 400 Error Debug,https://chatgpt.com/c/683e27c0-b600-800b-83a5-51c0ffa52562,1,0,link
232,995,6/3/2025,1:37:52,ChatGPT,https://chatgpt.com/?model=auto,8,0,link
233,2120,6/3/2025,1:37:51,ChatGPT,https://chatgpt.com/?q=opensearchpy.exceptions.RequestError%3A%20RequestError(400%2C%20%27%27)%0A%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Cstreamlit%5Cruntime%5Cscriptrunner%5Cexec_code.py%22%2C%20line%20121%2C%20in%20exec_func_with_error_handling%0A%20%20%20%20result%20%3D%20func()%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Cstreamlit%5Cruntime%5Cscriptrunner%5Cscript_runner.py%22%2C%20line%20645%2C%20in%20code_to_exec%0A%20%20%20%20exec(code%2C%20module.__dict__)%0A%20%20%20%20~~~~%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5Crag_chatbot.py%22%2C%20line%2052%2C%20in%20%3Cmodule%3E%0A%20%20%20%20result%20%3D%20rag_chain(%7B%22query%22%3A%20query%7D)%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Clangchain_core%5C_api%5Cdeprecation.py%22%2C%20line%20191%2C%20in%20warning_emitting_wrapper%0A%20%20%20%20return%20wrapped(*args%2C%20**kwargs)%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Clangchain%5Cchains%5Cbase.py%22%2C%20line%20386%2C%20in%20__call__%0A%20%20%20%20return%20self.invoke(%0A%20%20%20%20%20%20%20%20%20%20%20~~~~~~~~~~~%5E%0A%20%20%20%20%20%20%20%20inputs%2C%0A%20%20%20%20%20%20%20%20%5E%5E%5E%5E%5E%5E%5E%0A%20%20%20%20...%3C2%20lines%3E...%0A%20%20%20%20%20%20%20%20include_run_info%3Dinclude_run_info%2C%0A%20%20%20%20%20%20%20%20%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%0A%20%20%20%20)%0A%20%20%20%20%5E%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Clangchain%5Cchains%5Cbase.py%22%2C%20line%20167%2C%20in%20invoke%0A%20%20%20%20raise%20e%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Clangchain%5Cchains%5Cbase.py%22%2C%20line%20157%2C%20in%20invoke%0A%20%20%20%20self._call(inputs%2C%20run_manager%3Drun_manager)%0A%20%20%20%20~~~~~~~~~~%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Clangchain%5Cchains%5Cretrieval_qa%5Cbase.py%22%2C%20line%20151%2C%20in%20_call%0A%20%20%20%20docs%20%3D%20self._get_docs(question%2C%20run_manager%3D_run_manager)%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Clangchain%5Cchains%5Cretrieval_qa%5Cbase.py%22%2C%20line%20271%2C%20in%20_get_docs%0A%20%20%20%20return%20self.retriever.invoke(%0A%20%20%20%20%20%20%20%20%20%20%20~~~~~~~~~~~~~~~~~~~~~%5E%0A%20%20%20%20%20%20%20%20question%2C%20config%3D%7B%22callbacks%22%3A%20run_manager.get_child()%7D%0A%20%20%20%20%20%20%20%20%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%0A%20%20%20%20)%0A%20%20%20%20%5E%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Clangchain_core%5Cretrievers.py%22%2C%20line%20259%2C%20in%20invoke%0A%20%20%20%20result%20%3D%20self._get_relevant_documents(%0A%20%20%20%20%20%20%20%20input%2C%20run_manager%3Drun_manager%2C%20**_kwargs%0A%20%20%20%20)%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Clangchain_core%5Cvectorstores%5Cbase.py%22%2C%20line%201079%2C%20in%20_get_relevant_documents%0A%20%20%20%20docs%20%3D%20self.vectorstore.similarity_search(query%2C%20**_kwargs)%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Clangchain_community%5Cvectorstores%5Copensearch_vector_search.py%22%2C%20line%20982%2C%20in%20similarity_search%0A%20%20%20%20docs_with_scores%20%3D%20self.similarity_search_with_score(%0A%20%20%20%20%20%20%20%20query%2C%20k%2C%20score_threshold%2C%20**kwargs%0A%20%20%20%20)%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Clangchain_community%5Cvectorstores%5Copensearch_vector_search.py%22%2C%20line%201027%2C%20in%20similarity_search_with_score%0A%20%20%20%20return%20self.similarity_search_with_score_by_vector(%0A%20%20%20%20%20%20%20%20%20%20%20~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~%5E%0A%20%20%20%20%20%20%20%20embedding%2C%20k%2C%20score_threshold%2C%20**kwargs%0A%20%20%20%20%20%20%20%20%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%0A%20%20%20%20)%0A%20%20%20%20%5E%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Clangchain_community%5Cvectorstores%5Copensearch_vector_search.py%22%2C%20line%201058%2C%20in%20similarity_search_with_score_by_vector%0A%20%20%20%20hits%20%3D%20self._raw_similarity_search_with_score_by_vector(%0A%20%20%20%20%20%20%20%20embedding%3Dembedding%2C%20k%3Dk%2C%20score_threshold%3Dscore_threshold%2C%20**kwargs%0A%20%20%20%20)%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Clangchain_community%5Cvectorstores%5Copensearch_vector_search.py%22%2C%20line%201250%2C%20in%20_raw_similarity_search_with_score_by_vector%0A%20%20%20%20response%20%3D%20self.client.search(index%3Dindex_name%2C%20body%3Dsearch_query)%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Copensearchpy%5Cclient%5Cutils.py%22%2C%20line%20176%2C%20in%20_wrapped%0A%20%20%20%20return%20func(*args%2C%20params%3Dparams%2C%20headers%3Dheaders%2C%20**kwargs)%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Copensearchpy%5Cclient%5C__init__.py%22%2C%20line%202431%2C%20in%20search%0A%20%20%20%20return%20self.transport.perform_request(%0A%20%20%20%20%20%20%20%20%20%20%20~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~%5E%0A%20%20%20%20%20%20%20%20%22POST%22%2C%0A%20%20%20%20%20%20%20%20%5E%5E%5E%5E%5E%5E%5E%0A%20%20%20%20...%3C3%20lines%3E...%0A%20%20%20%20%20%20%20%20body%3Dbody%2C%0A%20%20%20%20%20%20%20%20%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%0A%20%20%20%20)%0A%20%20%20%20%5E%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Copensearchpy%5Ctransport.py%22%2C%20line%20457%2C%20in%20perform_request%0A%20%20%20%20raise%20e%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Copensearchpy%5Ctransport.py%22%2C%20line%20418%2C%20in%20perform_request%0A%20%20%20%20status%2C%20headers_response%2C%20data%20%3D%20connection.perform_request(%0A%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20~~~~~~~~~~~~~~~~~~~~~~~~~~%5E%0A%20%20%20%20%20%20%20%20method%2C%0A%20%20%20%20%20%20%20%20%5E%5E%5E%5E%5E%5E%5E%0A%20%20%20%20...%3C5%20lines%3E...%0A%20%20%20%20%20%20%20%20timeout%3Dtimeout%2C%0A%20%20%20%20%20%20%20%20%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%0A%20%20%20%20)%0A%20%20%20%20%5E%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Copensearchpy%5Cconnection%5Chttp_requests.py%22%2C%20line%20238%2C%20in%20perform_request%0A%20%20%20%20self._raise_error(%0A%20%20%20%20~~~~~~~~~~~~~~~~~%5E%0A%20%20%20%20%20%20%20%20response.status_code%2C%0A%20%20%20%20%20%20%20%20%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%0A%20%20%20%20%20%20%20%20raw_data%2C%0A%20%20%20%20%20%20%20%20%5E%5E%5E%5E%5E%5E%5E%5E%5E%0A%20%20%20%20%20%20%20%20response.headers.get(%22Content-Type%22)%2C%0A%20%20%20%20%20%20%20%20%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%5E%0A%20%20%20%20)%0A%20%20%20%20%5E%0AFile%20%22D%3A%5CDE.2024-2025%5CCloud%20Platforms%5Chomework-6%5C.venv%5CLib%5Csite-packages%5Copensearchpy%5Cconnection%5Cbase.py%22%2C%20line%20315%2C%20in%20_raise_error%0A%20%20%20%20raise%20HTTP_EXCEPTIONS.get(status_code%2C%20TransportError)(%0A%20%20%20%20%20%20%20%20status_code%2C%20error_message%2C%20additional_info%0A%20%20%20%20),1,0,link
234,2104,6/3/2025,1:37:08,Streamlit,http://localhost:8501/,5,0,auto_toplevel
235,1861,6/3/2025,1:33:52,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/collections/rag-vector-db-manual,21,0,link
236,1776,6/3/2025,1:33:49,Amazon OpenSearch Service | us-east-1,https://us-east-1.console.aws.amazon.com/aos/home?region=us-east-1#opensearch/collections,22,0,link
237,2119,6/3/2025,1:30:18,How to a block of code selected to the left Pycharm? – IDEs Support (IntelliJ Platform) | JetBrains,https://intellij-support.jetbrains.com/hc/en-us/community/posts/360003384120-How-to-a-block-of-code-selected-to-the-left-Pycharm,1,0,link
